user,repo,url,text,title,state,ref,match,content,contribution_type
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/c473f0d54f3ee752580dd7558b5cd3f383caf452,"Default to top scores from last 30 days

Also fix scoreboard filter styling on smaller screens.","Commit(sha=""c473f0d54f3ee752580dd7558b5cd3f383caf452"")",no state,c473f0d54f3ee752580dd7558b5cd3f383caf452,Default to top scores from last 30 days,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/78601d72ebfff1190a426dd80aa59cac26d426c8,No need for removing flag,"Commit(sha=""78601d72ebfff1190a426dd80aa59cac26d426c8"")",no state,78601d72ebfff1190a426dd80aa59cac26d426c8,No need for removing flag,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/a3fc32f9c3b85ca3072be1df2940f699da4f7721,Refactor to DRY up cascade setups,"Commit(sha=""a3fc32f9c3b85ca3072be1df2940f699da4f7721"")",no state,a3fc32f9c3b85ca3072be1df2940f699da4f7721,Refactor to DRY up cascade setups,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/0279cc145f86fa8a2d69e4d75424072901d41997,"Allow changing order of scoreboard

Increase base border radius.","Commit(sha=""0279cc145f86fa8a2d69e4d75424072901d41997"")",no state,0279cc145f86fa8a2d69e4d75424072901d41997,Allow changing order of scoreboard,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/041d15db3b0ba63fdc6148cf5ebf0daa5d7e2015,Fix bug where blocks stuck sliding,"Commit(sha=""041d15db3b0ba63fdc6148cf5ebf0daa5d7e2015"")",no state,041d15db3b0ba63fdc6148cf5ebf0daa5d7e2015,Fix bug where blocks stuck sliding,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/8cd27949fa9196ae733ec19959e0bb14802b9d49,Less delay before stopping slide,"Commit(sha=""8cd27949fa9196ae733ec19959e0bb14802b9d49"")",no state,8cd27949fa9196ae733ec19959e0bb14802b9d49,Less delay before stopping slide,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/6ca5db5cea1b61153afafbd7a42fdb84c6d067b0,"Fix weird Grunt issue by restoring sass, compass","Commit(sha=""6ca5db5cea1b61153afafbd7a42fdb84c6d067b0"")",no state,6ca5db5cea1b61153afafbd7a42fdb84c6d067b0,"Fix weird Grunt issue by restoring sass, compass",not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/c2173eb3413d4b853e31e7b795fd6b74edb76c7c,Refactor a bit trying to fix #9,"Commit(sha=""c2173eb3413d4b853e31e7b795fd6b74edb76c7c"")",no state,c2173eb3413d4b853e31e7b795fd6b74edb76c7c,Refactor a bit trying to fix #9,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/10f3435ad96731838a5d7bd90d43c29f7e56f2ad,"Animate dropping a block

Fixes problem where hitting down arrow on a fourth block in a tetromino
causes the tetromino to immediately disappear instead of you seeing the
block fall into place and make it disappear.","Commit(sha=""10f3435ad96731838a5d7bd90d43c29f7e56f2ad"")",no state,10f3435ad96731838a5d7bd90d43c29f7e56f2ad,Fixes problem where hitting down arrow on a fourth block in a tetromino,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/6573834909e13be6efa2a19a6e72ddb9a4a0a66f,"Update README, add link to Github issues","Commit(sha=""6573834909e13be6efa2a19a6e72ddb9a4a0a66f"")",no state,6573834909e13be6efa2a19a6e72ddb9a4a0a66f,"Update README, add link to Github issues",not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/a14ce64f6ef1bcf602bd03e2eefe6b414c0ad3c3,"Pause game on route change

Add Resume Game button to Paused screen.","Commit(sha=""a14ce64f6ef1bcf602bd03e2eefe6b414c0ad3c3"")",no state,a14ce64f6ef1bcf602bd03e2eefe6b414c0ad3c3,Pause game on route change,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/b6cc5e19dca1319fc5504719f7d6e6eb9fe4f4c0,"Level, tick length now change with score

Display current level in bottom left box.","Commit(sha=""b6cc5e19dca1319fc5504719f7d6e6eb9fe4f4c0"")",no state,b6cc5e19dca1319fc5504719f7d6e6eb9fe4f4c0,"Level, tick length now change with score",not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/commit/50429bee5c93bc9af55b289c03d23b0c2fd33973,Fix bug where can push to left/right over top,"Commit(sha=""50429bee5c93bc9af55b289c03d23b0c2fd33973"")",no state,50429bee5c93bc9af55b289c03d23b0c2fd33973,Fix bug where can push to left/right over top,not here,commit_message
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/issues/22,"the simplest way i've found to reproduce this bug is
- let the first block fall in the far left column (you can force it down by pressing down)
- position the second block in the far right column as it's falling (do not press down)
- once it's falling into the lowest row (again, do not press down), as it's falling naturally, press left once and it will slide all the way to the left where it's touching block 1. you can even wait until it's fully fallen into the last row but not locked into place and it will slide

i cannot get block 1 to do the slide, nor can i get block 2 to do the slide if i try to slide it from left to right (from the second column) so i think it relies on there being a block to bump into.
",pressing left or right once causes the block to slide all the way that direction,closed,22,the simplest way i've found to reproduce this bug is,"pressing left or right once causes the block to slide all the way that direction
the simplest way i've found to reproduce this bug is
- let the first block fall in the far left column (you can force it down by pressing down)
- position the second block in the far right column as it's falling (do not press down)
- once it's falling into the lowest row (again, do not press down), as it's falling naturally, press left once and it will slide all the way to the left where it's touching block 1. you can even wait until it's fully fallen into the last row but not locked into place and it will slide

i cannot get block 1 to do the slide, nor can i get block 2 to do the slide if i try to slide it from left to right (from the second column) so i think it relies on there being a block to bump into.

https://www.youtube.com/watch?v=nzFZbsIXTiM

Thanks for the video + detailed steps! You should work in QA. ;)
",Issue
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/issues/16,"Some where around 70,000 points the blocks stopped dropping, but would respond to moves so I could still press down and they would shoot to the bottom.
",active block stops falling with each tick,closed,16,"The top right O is left over after the cascades finish, and the next active block does not drop on its own. Without the top right O block, all the blocks disappear and the next active block drops on its own. So having that top right O makes the bug appear. Working on it.","active block stops falling with each tick
Some where around 70,000 points the blocks stopped dropping, but would respond to moves so I could still press down and they would shoot to the bottom.

I hit this myself! I remember I pressed down to plummet a block, which caused a tetromino to disappear and then cascaded to remove a second tetromino. That's when blocks stopped falling but I was still able to drop them manually and get a new block to enter up top.

Happens after a 4 cascade

Basic setup of blocks as reported by @xLeachimx:

```
U
  UUUO
  OOOU
  UUUO
  OOOU
  UUUO
```

The top right O is left over after the cascades finish, and the next active block does not drop on its own. Without the top right O block, all the blocks disappear and the next active block drops on its own. So having that top right O makes the bug appear. Working on it.
",Issue
cheshire137,blicblock-js,https://github.com/cheshire137/blicblock-js/issues/11,"![Uploading Screen Shot 2014-09-29 at 3.18.05 PM.png . . .]()
",a quick down and then left or right freezes a block in midair,closed,11,a quick down and then left or right freezes a block in midair,"a quick down and then left or right freezes a block in midair
![Uploading Screen Shot 2014-09-29 at 3.18.05 PM.png . . .]()

![screen shot 2014-09-29 at 3 18 05 pm](https://cloud.githubusercontent.com/assets/20084/4447785/9858eeda-480d-11e4-8194-40966f60273b.png)

Thanks! I'm also pleased you put this on your bookmarks bar. :)
",Issue
